3,0,0,25,252,0,253,0,0,0,252,253,0,0,0,252,0,0,0,0,108,0,253,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,90,253,0,0,0,244,237,0,0,0,253,0,0,0,253,246,133,223,0,0,0,123,0,0,0,0,43,13,0,0,0,3,0,0,0,0,97,23,0,0,0,0,241,0,0,0,0,0,0,0,0,0,4,0,103,0,0
1,0,0,0,0,223,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,253,0,0,0,233,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,13,0,253,0,0,0,0,0,0,0,62,0,29,0,0,0,0,0,243,104,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,70,210,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,52,0,0,0,0,0,0,0,1,0,0,0,0,253,0,253,0,0,0,233,0,0,0,253,0,0,0,0,249,0,253,0,0,0
3,0,182,219,200,0,253,3,0,0,0,0,0,0,255,253,0,66,0,0,227,0,253,224,253,0,253,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,217,0,0,75,253,253,0,0,0,17,0,0,0,200,12,188,253,0,0,0,0,0,0,0,124,210,0,0,0,0,3,0,96,0,14,253,188,0,0,0,0,95,0,0,0,55,0,0,0,0,37,253,11,253,0,0
3,0,0,65,253,0,253,0,0,0,0,0,0,0,255,253,0,63,0,0,220,0,253,253,253,0,253,0,0,253,0,0,0,0,0,0,112,0,0,82,0,0,0,0,253,162,0,0,118,0,253,0,0,0,49,25,0,0,253,253,253,253,0,0,63,245,0,0,0,0,240,82,0,0,0,3,0,170,0,0,253,253,84,0,0,0,253,0,0,0,253,0,0,22,0,63,253,0,234,0,0
3,0,0,29,254,224,254,0,0,0,0,159,0,0,161,254,0,254,0,0,165,0,254,254,254,0,225,0,0,254,0,0,228,0,0,0,75,0,0,0,0,0,0,0,254,254,0,0,0,0,254,0,0,0,22,0,0,0,254,0,254,32,0,0,254,254,0,0,0,0,0,228,0,0,0,3,0,254,0,0,0,254,0,0,0,0,114,0,0,0,254,0,0,0,0,254,254,0,231,0,0
3,0,0,97,238,0,253,0,0,204,0,0,0,0,198,254,0,2,0,0,233,0,254,253,45,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,254,0,0,17,0,254,0,67,0,46,156,0,0,0,0,147,0,0,0,103,209,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,155,0,0,0,0,0,0,0,0,161,0,0,0,0,50,195,0,134,0,0
3,0,0,160,0,0,74,0,0,0,0,92,0,0,254,0,0,0,0,254,121,0,0,64,221,0,254,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,191,0,0,242,3,244,0,0,0,0,0,0,0,20,0,55,254,0,0,0,219,0,0,0,0,0,0,0,0,0,3,0,0,0,0,254,126,218,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0
1,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,25,0,0,232,0,0,0,0,0,0,0,1,0,0,0,0,244,0,243,0,0,0,240,0,0,0,168,0,0,0,0,0,0,84,0,0,0
1,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,207,0,0,0,0,0,0,0,1,0,0,0,0,252,0,163,0,0,0,215,0,0,0,252,0,0,141,0,0,0,220,0,0,0
